WKT,name
"LINESTRING (-119.0359000 35.3529000, -119.7939000 36.7830000)","Bakersfield"
"LINESTRING (-119.7939000 36.7830000, -121.6317000 36.6883000)","Fresno"
"LINESTRING (-121.6317000 36.6883000, -115.2654000 36.2333000)","Salinas"
"LINESTRING (-115.2654000 36.2333000, -113.5752000 37.0758000)","Las Vegas"
"LINESTRING (-113.5752000 37.0758000, -117.2943000 34.1416000)","St. George"
"LINESTRING (-117.2943000 34.1416000, -117.3949000 33.9381000)","San Bernardino"
"LINESTRING (-117.3949000 33.9381000, -117.8574000 33.8390000)","Riverside"
"LINESTRING (-117.8574000 33.8390000, -106.6465000 35.1054000)","Anaheim"
"LINESTRING (-106.6465000 35.1054000, -98.4202000 34.6175000)","Albuquerque"
"LINESTRING (-98.4202000 34.6175000, -97.5136000 35.4676000)","Lawton"
"LINESTRING (-97.5136000 35.4676000, -95.9042000 36.1283000)","Oklahoma City"
"LINESTRING (-95.9042000 36.1283000, -94.3695000 35.3495000)","Tulsa"
"LINESTRING (-94.3695000 35.3495000, -97.1418000 33.2175000)","Fort Smith"
"LINESTRING (-97.1418000 33.2175000, -97.3474000 32.7817000)","Denton"
"LINESTRING (-97.3474000 32.7817000, -96.7667000 32.7935000)","Fort Worth"
"LINESTRING (-96.7667000 32.7935000, -95.3062000 32.3184000)","Dallas"
"LINESTRING (-95.3062000 32.3184000, -93.2916000 37.1943000)","Tyler"
"LINESTRING (-93.2916000 37.1943000, -90.6791000 35.8212000)","Springfield"
"LINESTRING (-90.6791000 35.8212000, -89.9663000 35.1087000)","Jonesboro"
"LINESTRING (-89.9663000 35.1087000, -89.9786000 34.9514000)","Memphis"
"LINESTRING (-89.9786000 34.9514000, -88.8354000 35.6538000)","Southaven"
"LINESTRING (-88.8354000 35.6538000, -90.2125000 32.3157000)","Jackson"
"LINESTRING (-90.2125000 32.3157000, -92.3577000 34.7256000)","Jackson"
"LINESTRING (-92.3577000 34.7256000, -93.7955000 32.4653000)","Little Rock"
"LINESTRING (-93.7955000 32.4653000, -97.7522000 30.3005000)","Shreveport"
"LINESTRING (-97.7522000 30.3005000, -98.1148000 29.6994000)","Austin"
"LINESTRING (-98.1148000 29.6994000, -97.7297000 31.0753000)","New Braunfels"
"LINESTRING (-97.7297000 31.0753000, -96.2959000 30.5852000)","Killeen"
"LINESTRING (-96.2959000 30.5852000, -95.4824000 30.3238000)","College Station"
"LINESTRING (-95.4824000 30.3238000, -95.3885000 29.7860000)","Conroe"
"LINESTRING (-95.3885000 29.7860000, -97.3767000 27.7254000)","Houston"
"LINESTRING (-97.3767000 27.7254000, -92.0325000 30.2082000)","Corpus Christi"
"LINESTRING (-92.0325000 30.2082000, -91.1311000 30.4420000)","Lafayette"
"LINESTRING (-91.1311000 30.4420000, -90.7059000 29.5800000)","Baton Rouge"
"LINESTRING (-90.7059000 29.5800000, -89.9288000 30.0687000)","Houma"
"LINESTRING (-89.9288000 30.0687000, -89.0704000 30.4274000)","New Orleans"
"LINESTRING (-89.0704000 30.4274000, -88.1162000 30.6782000)","Gulfport"
"LINESTRING (-88.1162000 30.6782000, -94.1451000 30.0849000)","Mobile"
"LINESTRING (-94.1451000 30.0849000, -87.9895000 44.5148000)","Beaumont"
"LINESTRING (-87.9895000 44.5148000, -87.9675000 43.0642000)","Green Bay"
"LINESTRING (-87.9675000 43.0642000, -87.8773000 42.5865000)","Milwaukee"
"LINESTRING (-87.8773000 42.5865000, -86.2562000 43.2281000)","Kenosha"
"LINESTRING (-86.2562000 43.2281000, -85.6562000 42.9619000)","Muskegon"
"LINESTRING (-85.6562000 42.9619000, -85.5882000 42.2749000)","Grand Rapids"
"LINESTRING (-85.5882000 42.2749000, -83.9501000 43.4199000)","Kalamazoo"
"LINESTRING (-83.9501000 43.4199000, -83.6921000 43.0236000)","Saginaw"
"LINESTRING (-83.6921000 43.0236000, -83.1457000 42.5817000)","Flint"
"LINESTRING (-83.1457000 42.5817000, -83.0270000 42.4934000)","Troy"
"LINESTRING (-83.0270000 42.4934000, -83.1024000 42.3834000)","Warren"
"LINESTRING (-83.1024000 42.3834000, -83.7310000 42.2759000)","Detroit"
"LINESTRING (-83.7310000 42.2759000, -84.5601000 42.7142000)","Ann Arbor"
"LINESTRING (-84.5601000 42.7142000, -87.4909000 41.6168000)","Lansing"
"LINESTRING (-87.4909000 41.6168000, -86.8593000 40.3991000)","Hammond"
"LINESTRING (-86.8593000 40.3991000, -85.1436000 41.0888000)","Lafayette"
"LINESTRING (-85.1436000 41.0888000, -83.5827000 41.6638000)","Fort Wayne"
"LINESTRING (-83.5827000 41.6638000, -87.6866000 41.8375000)","Toledo"
"LINESTRING (-87.6866000 41.8375000, -87.7593000 41.8445000)","Chicago"
"LINESTRING (-87.7593000 41.8445000, -86.2696000 41.6767000)","Cicero"
"LINESTRING (-86.2696000 41.6767000, -82.1840000 41.4409000)","South Bend"
"LINESTRING (-82.1840000 41.4409000, -81.6805000 41.4764000)","Lorain"
"LINESTRING (-81.6805000 41.4764000, -81.5219000 41.0798000)","Cleveland"
"LINESTRING (-81.5219000 41.0798000, -80.3458000 40.9956000)","Akron"
"LINESTRING (-80.3458000 40.9956000, -79.9763000 40.4397000)","New Castle"
"LINESTRING (-79.9763000 40.4397000, -80.0733000 42.1167000)","Pittsburgh"
"LINESTRING (-80.0733000 42.1167000, -78.8487000 42.9018000)","Erie"
"LINESTRING (-78.8487000 42.9018000, -77.6162000 43.1680000)","Buffalo"
"LINESTRING (-77.6162000 43.1680000, -76.1437000 43.0407000)","Rochester"
"LINESTRING (-76.1437000 43.0407000, -73.7987000 42.6664000)","Syracuse"
"LINESTRING (-73.7987000 42.6664000, -72.5395000 42.1155000)","Albany"
"LINESTRING (-72.5395000 42.1155000, -72.6834000 41.7661000)","Springfield"
"LINESTRING (-72.6834000 41.7661000, -71.3217000 42.6389000)","Hartford"
"LINESTRING (-71.3217000 42.6389000, -71.4447000 42.9848000)","Lowell"
"LINESTRING (-71.4447000 42.9848000, -71.3295000 42.1163000)","Manchester"
"LINESTRING (-71.3295000 42.1163000, -71.4187000 41.8230000)","Norfolk"
"LINESTRING (-71.4187000 41.8230000, -71.0852000 42.3188000)","Providence"
"LINESTRING (-71.0852000 42.3188000, -70.9664000 42.4781000)","Boston"
"LINESTRING (-70.9664000 42.4781000, -70.2715000 43.6773000)","Lynn"
"LINESTRING (-70.2715000 43.6773000, -73.2316000 44.4876000)","Portland"
"LINESTRING (-73.2316000 44.4876000, -75.9093000 42.1014000)","Burlington"
"LINESTRING (-75.9093000 42.1014000, -76.3012000 40.0420000)","Binghamton"
"LINESTRING (-76.3012000 40.0420000, -75.1339000 40.0077000)","Lancaster"
"LINESTRING (-75.1339000 40.0077000, -74.7641000 40.2237000)","Philadelphia"
"LINESTRING (-74.7641000 40.2237000, -75.4756000 40.5961000)","Trenton"
"LINESTRING (-75.4756000 40.5961000, -75.6649000 41.4044000)","Allentown"
"LINESTRING (-75.6649000 41.4044000, -74.1725000 40.7245000)","Scranton"
"LINESTRING (-74.1725000 40.7245000, -74.1913000 40.6658000)","Newark"
"LINESTRING (-74.1913000 40.6658000, -73.8673000 40.9466000)","Elizabeth"
"LINESTRING (-73.8673000 40.9466000, -73.9912000 41.1542000)","Yonkers"
"LINESTRING (-73.9912000 41.1542000, -74.0686000 40.7184000)","New City"
"LINESTRING (-74.0686000 40.7184000, -73.9249000 40.6943000)","Jersey City"
"LINESTRING (-73.9249000 40.6943000, -73.6089000 40.6629000)","New York"
"LINESTRING (-73.6089000 40.6629000, -73.2522000 40.7839000)","Hempstead"
"LINESTRING (-73.2522000 40.7839000, -73.1954000 41.1918000)","Brentwood"
"LINESTRING (-73.1954000 41.1918000, -66.0761000 45.2806000)","Bridgeport"
"LINESTRING (-66.0761000 45.2806000, -82.4250000 40.0706000)","Saint John"
"LINESTRING (-82.4250000 40.0706000, -86.7971000 33.5279000)","Newark"
"LINESTRING (-86.7971000 33.5279000, -86.2668000 32.3482000)","Birmingham"
"LINESTRING (-86.2668000 32.3482000, -84.1762000 31.5776000)","Montgomery"
"LINESTRING (-84.1762000 31.5776000, -84.2527000 30.4551000)","Albany"
"LINESTRING (-84.2527000 30.4551000, -84.4220000 33.7628000)","Tallahassee"
"LINESTRING (-84.4220000 33.7628000, -84.3513000 34.0391000)","Atlanta"
"LINESTRING (-84.3513000 34.0391000, -85.2481000 35.0660000)","Roswell"
"LINESTRING (-85.2481000 35.0660000, -86.6412000 34.6981000)","Chattanooga"
"LINESTRING (-86.6412000 34.6981000, -83.6974000 32.8065000)","Huntsville"
"LINESTRING (-83.6974000 32.8065000, -82.0708000 33.3645000)","Macon"
"LINESTRING (-82.0708000 33.3645000, -82.3646000 34.8354000)","Augusta"
"LINESTRING (-82.3646000 34.8354000, -82.4447000 27.9945000)","Greenville"
"LINESTRING (-82.4447000 27.9945000, -82.6652000 27.7931000)","Tampa"
"LINESTRING (-82.6652000 27.7931000, -82.1977000 27.0576000)","St. Petersburg"
"LINESTRING (-82.1977000 27.0576000, -82.3459000 29.6804000)","North Port"
"LINESTRING (-82.3459000 29.6804000, -86.7842000 36.1715000)","Gainesville"
"LINESTRING (-86.7842000 36.1715000, -87.3413000 36.5692000)","Nashville"
"LINESTRING (-87.3413000 36.5692000, -86.4378000 36.9716000)","Clarksville"
"LINESTRING (-86.4378000 36.9716000, -85.6485000 38.1663000)","Bowling Green"
"LINESTRING (-85.6485000 38.1663000, -84.5060000 39.1413000)","Louisville"
"LINESTRING (-84.5060000 39.1413000, -84.2003000 39.7805000)","Cincinnati"
"LINESTRING (-84.2003000 39.7805000, -82.9855000 39.9862000)","Dayton"
"LINESTRING (-82.9855000 39.9862000, -82.6448000 38.4592000)","Columbus"
"LINESTRING (-82.6448000 38.4592000, -84.4587000 38.0423000)","Ashland"
"LINESTRING (-84.4587000 38.0423000, -83.9496000 35.9692000)","Lexington"
"LINESTRING (-83.9496000 35.9692000, -82.5537000 35.5707000)","Knoxville"
"LINESTRING (-82.5537000 35.5707000, -82.1604000 36.6181000)","Asheville"
"LINESTRING (-82.1604000 36.6181000, -86.1458000 39.7771000)","Bristol"
"LINESTRING (-86.1458000 39.7771000, -87.5341000 37.9881000)","Indianapolis"
"LINESTRING (-87.5341000 37.9881000, -81.6322000 38.3484000)","Evansville"
"LINESTRING (-81.6322000 38.3484000, -79.1909000 37.4003000)","Charleston"
"LINESTRING (-79.1909000 37.4003000, -77.4756000 37.5295000)","Lynchburg"
"LINESTRING (-77.4756000 37.5295000, -77.2643000 39.1755000)","Richmond"
"LINESTRING (-77.2643000 39.1755000, -79.9581000 37.2785000)","Germantown"
"LINESTRING (-79.9581000 37.2785000, -79.8271000 36.0956000)","Roanoke"
"LINESTRING (-79.8271000 36.0956000, -78.6429000 35.8324000)","Greensboro"
"LINESTRING (-78.6429000 35.8324000, -77.3760000 35.5943000)","Raleigh"
"LINESTRING (-77.3760000 35.5943000, -75.5416000 39.7415000)","Greenville"
"LINESTRING (-75.5416000 39.7415000, -75.1073000 39.9361000)","Wilmington"
"LINESTRING (-75.1073000 39.9361000, -74.1654000 39.9895000)","Camden"
"LINESTRING (-74.1654000 39.9895000, -76.6144000 39.3051000)","Toms River"
"LINESTRING (-76.6144000 39.3051000, -77.0163000 38.9047000)","Baltimore"
"LINESTRING (-77.0163000 38.9047000, -77.1011000 38.8786000)","Washington"
"LINESTRING (-77.1011000 38.8786000, -76.0435000 36.7335000)","Arlington"
"LINESTRING (-76.0435000 36.7335000, -81.2137000 28.9050000)","Virginia Beach"
"LINESTRING (-81.2137000 28.9050000, -81.3370000 28.4773000)","Deltona"
"LINESTRING (-81.3370000 28.4773000, -81.9545000 28.0557000)","Orlando"
"LINESTRING (-81.9545000 28.0557000, -81.6749000 30.3322000)","Lakeland"
"LINESTRING (-81.6749000 30.3322000, -81.1821000 32.0286000)","Jacksonville"
"LINESTRING (-81.1821000 32.0286000, -80.9036000 34.0378000)","Savannah"
"LINESTRING (-80.9036000 34.0378000, -80.8303000 35.2083000)","Columbia"
"LINESTRING (-80.8303000 35.2083000, -78.9772000 35.0850000)","Charlotte"
"LINESTRING (-78.9772000 35.0850000, -79.9687000 32.8168000)","Fayetteville"
"LINESTRING (-79.9687000 32.8168000, -80.3884000 27.2796000)","Charleston"
"LINESTRING (-80.3884000 27.2796000, -80.1320000 26.7469000)","Port St. Lucie"
"LINESTRING (-80.1320000 26.7469000, -80.1464000 26.1412000)","West Palm Beach"
"LINESTRING (-80.1464000 26.1412000, -80.2101000 25.7840000)","Fort Lauderdale"
"LINESTRING (-80.2101000 25.7840000, -81.9957000 26.6443000)","Miami"
"LINESTRING (-81.9957000 26.6443000, -87.4082000 46.5440000)","Cape Coral"
