WKT,name
"LINESTRING (-98.5238000 29.4632000, -99.4874000 27.5625000)","San Antonio"
"LINESTRING (-99.4874000 27.5625000, -119.1815000 34.1964000)","Laredo"
"LINESTRING (-119.1815000 34.1964000, -119.0359000 35.3529000)","Oxnard"
"LINESTRING (-119.0359000 35.3529000, -118.4362000 34.2886000)","Bakersfield"
"LINESTRING (-118.4362000 34.2886000, -118.4068000 34.1141000)","San Fernando"
"LINESTRING (-118.4068000 34.1141000, -121.8480000 37.3012000)","Los Angeles"
"LINESTRING (-121.8480000 37.3012000, -122.4685000 37.6862000)","San Jose"
"LINESTRING (-122.4685000 37.6862000, -119.7939000 36.7830000)","Daly City"
"LINESTRING (-119.7939000 36.7830000, -121.6317000 36.6883000)","Fresno"
"LINESTRING (-121.6317000 36.6883000, -113.5752000 37.0758000)","Salinas"
"LINESTRING (-113.5752000 37.0758000, -115.2654000 36.2333000)","St. George"
"LINESTRING (-115.2654000 36.2333000, -106.6465000 35.1054000)","Las Vegas"
"LINESTRING (-106.6465000 35.1054000, -117.8574000 33.8390000)","Albuquerque"
"LINESTRING (-117.8574000 33.8390000, -118.1390000 34.1597000)","Anaheim"
"LINESTRING (-118.1390000 34.1597000, -117.2943000 34.1416000)","Pasadena"
"LINESTRING (-117.2943000 34.1416000, -117.3949000 33.9381000)","San Bernardino"
"LINESTRING (-117.3949000 33.9381000, -97.5136000 35.4676000)","Riverside"
"LINESTRING (-97.5136000 35.4676000, -98.4202000 34.6175000)","Oklahoma City"
"LINESTRING (-98.4202000 34.6175000, -95.9042000 36.1283000)","Lawton"
"LINESTRING (-95.9042000 36.1283000, -97.3474000 32.7817000)","Tulsa"
"LINESTRING (-97.3474000 32.7817000, -97.1418000 33.2175000)","Fort Worth"
"LINESTRING (-97.1418000 33.2175000, -96.7667000 32.7935000)","Denton"
"LINESTRING (-96.7667000 32.7935000, -95.3062000 32.3184000)","Dallas"
"LINESTRING (-95.3062000 32.3184000, -93.2916000 37.1943000)","Tyler"
"LINESTRING (-93.2916000 37.1943000, -94.3695000 35.3495000)","Springfield"
"LINESTRING (-94.3695000 35.3495000, -90.6791000 35.8212000)","Fort Smith"
"LINESTRING (-90.6791000 35.8212000, -88.8354000 35.6538000)","Jonesboro"
"LINESTRING (-88.8354000 35.6538000, -93.7955000 32.4653000)","Jackson"
"LINESTRING (-93.7955000 32.4653000, -92.3577000 34.7256000)","Shreveport"
"LINESTRING (-92.3577000 34.7256000, -89.9663000 35.1087000)","Little Rock"
"LINESTRING (-89.9663000 35.1087000, -89.9786000 34.9514000)","Memphis"
"LINESTRING (-89.9786000 34.9514000, -97.3767000 27.7254000)","Southaven"
"LINESTRING (-97.3767000 27.7254000, -98.1148000 29.6994000)","Corpus Christi"
"LINESTRING (-98.1148000 29.6994000, -94.1451000 30.0849000)","New Braunfels"
"LINESTRING (-94.1451000 30.0849000, -95.3885000 29.7860000)","Beaumont"
"LINESTRING (-95.3885000 29.7860000, -97.7522000 30.3005000)","Houston"
"LINESTRING (-97.7522000 30.3005000, -97.7297000 31.0753000)","Austin"
"LINESTRING (-97.7297000 31.0753000, -96.2959000 30.5852000)","Killeen"
"LINESTRING (-96.2959000 30.5852000, -95.4824000 30.3238000)","College Station"
"LINESTRING (-95.4824000 30.3238000, -90.2125000 32.3157000)","Conroe"
"LINESTRING (-90.2125000 32.3157000, -91.1311000 30.4420000)","Jackson"
"LINESTRING (-91.1311000 30.4420000, -88.1162000 30.6782000)","Baton Rouge"
"LINESTRING (-88.1162000 30.6782000, -89.0704000 30.4274000)","Mobile"
"LINESTRING (-89.0704000 30.4274000, -92.0325000 30.2082000)","Gulfport"
"LINESTRING (-92.0325000 30.2082000, -89.9288000 30.0687000)","Lafayette"
"LINESTRING (-89.9288000 30.0687000, -90.7059000 29.5800000)","New Orleans"
"LINESTRING (-90.7059000 29.5800000, -87.4082000 46.5440000)","Houma"
"LINESTRING (-87.4082000 46.5440000, -86.2562000 43.2281000)","Marquette"
"LINESTRING (-86.2562000 43.2281000, -83.9501000 43.4199000)","Muskegon"
"LINESTRING (-83.9501000 43.4199000, -83.6921000 43.0236000)","Saginaw"
"LINESTRING (-83.6921000 43.0236000, -84.5601000 42.7142000)","Flint"
"LINESTRING (-84.5601000 42.7142000, -85.6562000 42.9619000)","Lansing"
"LINESTRING (-85.6562000 42.9619000, -83.1457000 42.5817000)","Grand Rapids"
"LINESTRING (-83.1457000 42.5817000, -83.0270000 42.4934000)","Troy"
"LINESTRING (-83.0270000 42.4934000, -81.0100000 46.4900000)","Warren"
"LINESTRING (-81.0100000 46.4900000, -79.3733000 43.7417000)","Sudbury"
"LINESTRING (-79.3733000 43.7417000, -79.6500000 43.6000000)","Toronto"
"LINESTRING (-79.6500000 43.6000000, -78.8487000 42.9018000)","Mississauga"
"LINESTRING (-78.8487000 42.9018000, -81.2497000 42.9836000)","Buffalo"
"LINESTRING (-81.2497000 42.9836000, -77.6162000 43.1680000)","London"
"LINESTRING (-77.6162000 43.1680000, -76.1437000 43.0407000)","Rochester"
"LINESTRING (-76.1437000 43.0407000, -86.8593000 40.3991000)","Syracuse"
"LINESTRING (-86.8593000 40.3991000, -87.4909000 41.6168000)","Lafayette"
"LINESTRING (-87.4909000 41.6168000, -83.5827000 41.6638000)","Hammond"
"LINESTRING (-83.5827000 41.6638000, -85.1436000 41.0888000)","Toledo"
"LINESTRING (-85.1436000 41.0888000, -86.2696000 41.6767000)","Fort Wayne"
"LINESTRING (-86.2696000 41.6767000, -87.6866000 41.8375000)","South Bend"
"LINESTRING (-87.6866000 41.8375000, -83.7310000 42.2759000)","Chicago"
"LINESTRING (-83.7310000 42.2759000, -85.5882000 42.2749000)","Ann Arbor"
"LINESTRING (-85.5882000 42.2749000, -83.1024000 42.3834000)","Kalamazoo"
"LINESTRING (-83.1024000 42.3834000, -82.1840000 41.4409000)","Detroit"
"LINESTRING (-82.1840000 41.4409000, -80.0733000 42.1167000)","Lorain"
"LINESTRING (-80.0733000 42.1167000, -81.6805000 41.4764000)","Erie"
"LINESTRING (-81.6805000 41.4764000, -81.5219000 41.0798000)","Cleveland"
"LINESTRING (-81.5219000 41.0798000, -80.3458000 40.9956000)","Akron"
"LINESTRING (-80.3458000 40.9956000, -79.9763000 40.4397000)","New Castle"
"LINESTRING (-79.9763000 40.4397000, -75.6500000 45.4833000)","Pittsburgh"
"LINESTRING (-75.6500000 45.4833000, -75.6950000 45.4247000)","Gatineau"
"LINESTRING (-75.6950000 45.4247000, -73.7500000 45.5833000)","Ottawa"
"LINESTRING (-73.7500000 45.5833000, -73.5617000 45.5089000)","Laval"
"LINESTRING (-73.5617000 45.5089000, -73.7987000 42.6664000)","Montreal"
"LINESTRING (-73.7987000 42.6664000, -73.2316000 44.4876000)","Albany"
"LINESTRING (-73.2316000 44.4876000, -72.5395000 42.1155000)","Burlington"
"LINESTRING (-72.5395000 42.1155000, -71.2081000 46.8139000)","Springfield"
"LINESTRING (-71.2081000 46.8139000, -71.4447000 42.9848000)","Quebec City"
"LINESTRING (-71.4447000 42.9848000, -66.0761000 45.2806000)","Manchester"
"LINESTRING (-66.0761000 45.2806000, -70.2715000 43.6773000)","Saint John"
"LINESTRING (-70.2715000 43.6773000, -71.3295000 42.1163000)","Portland"
"LINESTRING (-71.3295000 42.1163000, -71.3217000 42.6389000)","Norfolk"
"LINESTRING (-71.3217000 42.6389000, -70.9664000 42.4781000)","Lowell"
"LINESTRING (-70.9664000 42.4781000, -71.0852000 42.3188000)","Lynn"
"LINESTRING (-71.0852000 42.3188000, -74.7641000 40.2237000)","Boston"
"LINESTRING (-74.7641000 40.2237000, -75.4756000 40.5961000)","Trenton"
"LINESTRING (-75.4756000 40.5961000, -74.0686000 40.7184000)","Allentown"
"LINESTRING (-74.0686000 40.7184000, -74.1913000 40.6658000)","Jersey City"
"LINESTRING (-74.1913000 40.6658000, -75.6649000 41.4044000)","Elizabeth"
"LINESTRING (-75.6649000 41.4044000, -75.9093000 42.1014000)","Scranton"
"LINESTRING (-75.9093000 42.1014000, -73.9912000 41.1542000)","Binghamton"
"LINESTRING (-73.9912000 41.1542000, -74.1725000 40.7245000)","New City"
"LINESTRING (-74.1725000 40.7245000, -72.6834000 41.7661000)","Newark"
"LINESTRING (-72.6834000 41.7661000, -73.1954000 41.1918000)","Hartford"
"LINESTRING (-73.1954000 41.1918000, -71.4187000 41.8230000)","Bridgeport"
"LINESTRING (-71.4187000 41.8230000, -73.9249000 40.6943000)","Providence"
"LINESTRING (-73.9249000 40.6943000, -73.8673000 40.9466000)","New York"
"LINESTRING (-73.8673000 40.9466000, -73.2522000 40.7839000)","Yonkers"
"LINESTRING (-73.2522000 40.7839000, -73.6089000 40.6629000)","Brentwood"
"LINESTRING (-73.6089000 40.6629000, -86.2668000 32.3482000)","Hempstead"
"LINESTRING (-86.2668000 32.3482000, -86.7971000 33.5279000)","Montgomery"
"LINESTRING (-86.7971000 33.5279000, -84.1762000 31.5776000)","Birmingham"
"LINESTRING (-84.1762000 31.5776000, -84.2527000 30.4551000)","Albany"
"LINESTRING (-84.2527000 30.4551000, -86.6412000 34.6981000)","Tallahassee"
"LINESTRING (-86.6412000 34.6981000, -85.2481000 35.0660000)","Huntsville"
"LINESTRING (-85.2481000 35.0660000, -84.3513000 34.0391000)","Chattanooga"
"LINESTRING (-84.3513000 34.0391000, -84.4220000 33.7628000)","Roswell"
"LINESTRING (-84.4220000 33.7628000, -83.6974000 32.8065000)","Atlanta"
"LINESTRING (-83.6974000 32.8065000, -82.3646000 34.8354000)","Macon"
"LINESTRING (-82.3646000 34.8354000, -82.0708000 33.3645000)","Greenville"
"LINESTRING (-82.0708000 33.3645000, -82.6652000 27.7931000)","Augusta"
"LINESTRING (-82.6652000 27.7931000, -82.4447000 27.9945000)","St. Petersburg"
"LINESTRING (-82.4447000 27.9945000, -82.3459000 29.6804000)","Tampa"
"LINESTRING (-82.3459000 29.6804000, -82.1977000 27.0576000)","Gainesville"
"LINESTRING (-82.1977000 27.0576000, -87.3413000 36.5692000)","North Port"
"LINESTRING (-87.3413000 36.5692000, -87.5341000 37.9881000)","Clarksville"
"LINESTRING (-87.5341000 37.9881000, -86.4378000 36.9716000)","Evansville"
"LINESTRING (-86.4378000 36.9716000, -86.7842000 36.1715000)","Bowling Green"
"LINESTRING (-86.7842000 36.1715000, -85.6485000 38.1663000)","Nashville"
"LINESTRING (-85.6485000 38.1663000, -86.1458000 39.7771000)","Louisville"
"LINESTRING (-86.1458000 39.7771000, -84.5060000 39.1413000)","Indianapolis"
"LINESTRING (-84.5060000 39.1413000, -84.4587000 38.0423000)","Cincinnati"
"LINESTRING (-84.4587000 38.0423000, -82.9855000 39.9862000)","Lexington"
"LINESTRING (-82.9855000 39.9862000, -84.2003000 39.7805000)","Columbus"
"LINESTRING (-84.2003000 39.7805000, -82.4250000 40.0706000)","Dayton"
"LINESTRING (-82.4250000 40.0706000, -82.6448000 38.4592000)","Newark"
"LINESTRING (-82.6448000 38.4592000, -83.9496000 35.9692000)","Ashland"
"LINESTRING (-83.9496000 35.9692000, -82.1604000 36.6181000)","Knoxville"
"LINESTRING (-82.1604000 36.6181000, -82.5537000 35.5707000)","Bristol"
"LINESTRING (-82.5537000 35.5707000, -77.2643000 39.1755000)","Asheville"
"LINESTRING (-77.2643000 39.1755000, -81.6322000 38.3484000)","Germantown"
"LINESTRING (-81.6322000 38.3484000, -77.0163000 38.9047000)","Charleston"
"LINESTRING (-77.0163000 38.9047000, -77.1011000 38.8786000)","Washington"
"LINESTRING (-77.1011000 38.8786000, -79.8271000 36.0956000)","Arlington"
"LINESTRING (-79.8271000 36.0956000, -79.9581000 37.2785000)","Greensboro"
"LINESTRING (-79.9581000 37.2785000, -77.4756000 37.5295000)","Roanoke"
"LINESTRING (-77.4756000 37.5295000, -79.1909000 37.4003000)","Richmond"
"LINESTRING (-79.1909000 37.4003000, -76.3012000 40.0420000)","Lynchburg"
"LINESTRING (-76.3012000 40.0420000, -75.1339000 40.0077000)","Lancaster"
"LINESTRING (-75.1339000 40.0077000, -74.1654000 39.9895000)","Philadelphia"
"LINESTRING (-74.1654000 39.9895000, -75.1073000 39.9361000)","Toms River"
"LINESTRING (-75.1073000 39.9361000, -76.6144000 39.3051000)","Camden"
"LINESTRING (-76.6144000 39.3051000, -75.5416000 39.7415000)","Baltimore"
"LINESTRING (-75.5416000 39.7415000, -76.0435000 36.7335000)","Wilmington"
"LINESTRING (-76.0435000 36.7335000, -81.9957000 26.6443000)","Virginia Beach"
"LINESTRING (-81.9957000 26.6443000, -81.9545000 28.0557000)","Cape Coral"
"LINESTRING (-81.9545000 28.0557000, -81.2137000 28.9050000)","Lakeland"
"LINESTRING (-81.2137000 28.9050000, -81.3370000 28.4773000)","Deltona"
"LINESTRING (-81.3370000 28.4773000, -81.6749000 30.3322000)","Orlando"
"LINESTRING (-81.6749000 30.3322000, -81.1821000 32.0286000)","Jacksonville"
"LINESTRING (-81.1821000 32.0286000, -80.8303000 35.2083000)","Savannah"
"LINESTRING (-80.8303000 35.2083000, -80.9036000 34.0378000)","Charlotte"
"LINESTRING (-80.9036000 34.0378000, -78.9772000 35.0850000)","Columbia"
"LINESTRING (-78.9772000 35.0850000, -79.9687000 32.8168000)","Fayetteville"
"LINESTRING (-79.9687000 32.8168000, -78.6429000 35.8324000)","Charleston"
"LINESTRING (-78.6429000 35.8324000, -77.3760000 35.5943000)","Raleigh"
"LINESTRING (-77.3760000 35.5943000, -80.2101000 25.7840000)","Greenville"
"LINESTRING (-80.2101000 25.7840000, -80.3884000 27.2796000)","Miami"
"LINESTRING (-80.3884000 27.2796000, -80.1320000 26.7469000)","Port St. Lucie"
"LINESTRING (-80.1320000 26.7469000, -80.1464000 26.1412000)","West Palm Beach"
