WKT,name
"POLYGON ((-98.3279539 28.7124000, -98.3279539 25.7840000, -96.7516500 25.7840000, -96.7516500 28.7124000, -98.3279539 28.7124000))","Corpus Christi"
"POINT (-97.3767000 27.7254000)","Corpus Christi city"
"POLYGON ((-98.3279539 30.2378250, -98.3279539 28.7124000, -96.7516500 28.7124000, -96.7516500 30.2378250, -98.3279539 30.2378250))","New Braunfels"
"POINT (-98.1148000 29.6994000)","New Braunfels city"
"POLYGON ((-96.7516500 30.2378250, -96.7516500 25.7840000, -94.3653250 25.7840000, -94.3653250 30.2378250, -96.7516500 30.2378250))","Houston"
"POINT (-95.3885000 29.7860000)","Houston city"
"POLYGON ((-98.3279539 30.6879000, -98.3279539 30.2378250, -96.6173000 30.2378250, -96.6173000 30.6879000, -98.3279539 30.6879000))","Austin"
"POINT (-97.7522000 30.3005000)","Austin city"
"POLYGON ((-98.3279539 31.2762375, -98.3279539 30.6879000, -96.6173000 30.6879000, -96.6173000 31.2762375, -98.3279539 31.2762375))","Killeen"
"POINT (-97.7297000 31.0753000)","Killeen city"
"POLYGON ((-96.6173000 30.4545000, -96.6173000 30.2378250, -94.3653250 30.2378250, -94.3653250 30.4545000, -96.6173000 30.4545000))","Conroe"
"POINT (-95.4824000 30.3238000)","Conroe city"
"POLYGON ((-96.6173000 31.2762375, -96.6173000 30.4545000, -94.3653250 30.4545000, -94.3653250 31.2762375, -96.6173000 31.2762375))","College Station"
"POINT (-96.2959000 30.5852000)","College Station city"
"POLYGON ((-94.3653250 30.1291000, -94.3653250 25.7840000, -92.0369500 25.7840000, -92.0369500 30.1291000, -94.3653250 30.1291000))","Beaumont"
"POINT (-94.1451000 30.0849000)","Beaumont city"
"POLYGON ((-92.0369500 29.8243500, -92.0369500 25.7840000, -88.0236314 25.7840000, -88.0236314 29.8243500, -92.0369500 29.8243500))","Houma"
"POINT (-90.7059000 29.5800000)","Houma city"
"POLYGON ((-92.0369500 30.1291000, -92.0369500 29.8243500, -88.0236314 29.8243500, -88.0236314 30.1291000, -92.0369500 30.1291000))","New Orleans"
"POINT (-89.9288000 30.0687000)","New Orleans city"
"POLYGON ((-94.3653250 30.3251000, -94.3653250 30.1291000, -90.0743500 30.1291000, -90.0743500 30.3251000, -94.3653250 30.3251000))","Lafayette"
"POINT (-92.0325000 30.2082000)","Lafayette city"
"POLYGON ((-94.3653250 31.2762375, -94.3653250 30.3251000, -90.0743500 30.3251000, -90.0743500 31.2762375, -94.3653250 31.2762375))","Baton Rouge"
"POINT (-91.1311000 30.4420000)","Baton Rouge city"
"POLYGON ((-90.0743500 30.5528000, -90.0743500 30.1291000, -88.0236314 30.1291000, -88.0236314 30.5528000, -90.0743500 30.5528000))","Gulfport"
"POINT (-89.0704000 30.4274000)","Gulfport city"
"POLYGON ((-90.0743500 31.2762375, -90.0743500 30.5528000, -88.0236314 30.5528000, -88.0236314 31.2762375, -90.0743500 31.2762375))","Mobile"
"POINT (-88.1162000 30.6782000)","Mobile city"
"POLYGON ((-98.3279539 32.9996000, -98.3279539 31.2762375, -96.8371000 31.2762375, -96.8371000 32.9996000, -98.3279539 32.9996000))","Fort Worth"
"POINT (-97.3474000 32.7817000)","Fort Worth city"
"POLYGON ((-98.3279539 34.2233500, -98.3279539 32.9996000, -96.8371000 32.9996000, -96.8371000 34.2233500, -98.3279539 34.2233500))","Denton"
"POINT (-97.1418000 33.2175000)","Denton city"
"POLYGON ((-96.8371000 32.5559500, -96.8371000 31.2762375, -94.2592750 31.2762375, -94.2592750 32.5559500, -96.8371000 32.5559500))","Tyler"
"POINT (-95.3062000 32.3184000)","Tyler city"
"POLYGON ((-96.8371000 34.2233500, -96.8371000 32.5559500, -94.2592750 32.5559500, -94.2592750 34.2233500, -96.8371000 34.2233500))","Dallas"
"POINT (-96.7667000 32.7935000)","Dallas city"
"POLYGON ((-98.3279539 37.3006656, -98.3279539 34.2233500, -95.9415500 34.2233500, -95.9415500 37.3006656, -98.3279539 37.3006656))","Oklahoma City"
"POINT (-97.5136000 35.4676000)","Oklahoma City city"
"POLYGON ((-95.9415500 35.7389000, -95.9415500 34.2233500, -94.2592750 34.2233500, -94.2592750 35.7389000, -95.9415500 35.7389000))","Fort Smith"
"POINT (-94.3695000 35.3495000)","Fort Smith city"
"POLYGON ((-95.9415500 37.3006656, -95.9415500 35.7389000, -94.2592750 35.7389000, -94.2592750 37.3006656, -95.9415500 37.3006656))","Tulsa"
"POINT (-95.9042000 36.1283000)","Tulsa city"
"POLYGON ((-94.2592750 33.5954500, -94.2592750 31.2762375, -91.8870500 31.2762375, -91.8870500 33.5954500, -94.2592750 33.5954500))","Shreveport"
"POINT (-93.7955000 32.4653000)","Shreveport city"
"POLYGON ((-94.2592750 35.0599125, -94.2592750 33.5954500, -91.8870500 33.5954500, -91.8870500 35.0599125, -94.2592750 35.0599125))","Little Rock"
"POINT (-92.3577000 34.7256000)","Little Rock city"
"POLYGON ((-91.8870500 33.6335500, -91.8870500 31.2762375, -88.0236314 31.2762375, -88.0236314 33.6335500, -91.8870500 33.6335500))","Jackson"
"POINT (-90.2125000 32.3157000)","Jackson city"
"POLYGON ((-91.8870500 35.0599125, -91.8870500 33.6335500, -88.0236314 33.6335500, -88.0236314 35.0599125, -91.8870500 35.0599125))","Southaven"
"POINT (-89.9786000 34.9514000)","Southaven city"
"POLYGON ((-94.2592750 36.5077500, -94.2592750 35.0599125, -90.5064750 35.0599125, -90.5064750 36.5077500, -94.2592750 36.5077500))","Jonesboro"
"POINT (-90.6791000 35.8212000)","Jonesboro city"
"POLYGON ((-94.2592750 37.3006656, -94.2592750 36.5077500, -90.5064750 36.5077500, -90.5064750 37.3006656, -94.2592750 37.3006656))","Springfield"
"POINT (-93.2916000 37.1943000)","Springfield city"
"POLYGON ((-90.5064750 35.3812500, -90.5064750 35.0599125, -88.0236314 35.0599125, -88.0236314 35.3812500, -90.5064750 35.3812500))","Memphis"
"POINT (-89.9663000 35.1087000)","Memphis city"
"POLYGON ((-90.5064750 37.3006656, -90.5064750 35.3812500, -88.0236314 35.3812500, -88.0236314 37.3006656, -90.5064750 37.3006656))","Jackson"
"POINT (-88.8354000 35.6538000)","Jackson city"
"POLYGON ((-123.1174000 37.7210000, -123.1174000 37.3006656, -122.3133750 37.3006656, -122.3133750 37.7210000, -123.1174000 37.7210000))","Daly City"
"POINT (-122.4685000 37.6862000)","Daly City city"
"POLYGON ((-123.1174000 37.9153500, -123.1174000 37.7210000, -122.3133750 37.7210000, -122.3133750 37.9153500, -123.1174000 37.9153500))","San Francisco"
"POINT (-122.4449000 37.7558000)","San Francisco city"
"POLYGON ((-122.3133750 37.5458000, -122.3133750 37.3006656, -121.5178375 37.3006656, -121.5178375 37.5458000, -122.3133750 37.5458000))","San Jose"
"POINT (-121.8480000 37.3012000)","San Jose city"
"POLYGON ((-122.3133750 37.9153500, -122.3133750 37.5458000, -121.5178375 37.5458000, -121.5178375 37.9153500, -122.3133750 37.9153500))","Oakland"
"POINT (-122.2166000 37.7904000)","Oakland city"
"POLYGON ((-123.1174000 39.8926750, -123.1174000 37.9153500, -122.2614000 37.9153500, -122.2614000 39.8926750, -123.1174000 39.8926750))","Santa Rosa"
"POINT (-122.7067000 38.4458000)","Santa Rosa city"
"POLYGON ((-122.2614000 38.8650000, -122.2614000 37.9153500, -121.5178375 37.9153500, -121.5178375 38.8650000, -122.2614000 38.8650000))","Concord"
"POINT (-122.0016000 37.9722000)","Concord city"
"POLYGON ((-122.2614000 39.8926750, -122.2614000 38.8650000, -121.5178375 38.8650000, -121.5178375 39.8926750, -122.2614000 39.8926750))","Chico"
"POINT (-121.8161000 39.7578000)","Chico city"
"POLYGON ((-121.5178375 38.2721000, -121.5178375 37.3006656, -109.4064000 37.3006656, -109.4064000 38.2721000, -121.5178375 38.2721000))","Stockton"
"POINT (-121.3109000 37.9765000)","Stockton city"
"POLYGON ((-121.5178375 38.7257500, -121.5178375 38.2721000, -109.4064000 38.2721000, -109.4064000 38.7257500, -121.5178375 38.7257500))","Sacramento"
"POINT (-121.4685000 38.5677000)","Sacramento city"
"POLYGON ((-109.4064000 37.8783000, -109.4064000 37.3006656, -96.6185914 37.3006656, -96.6185914 37.8783000, -109.4064000 37.8783000))","Wichita"
"POINT (-97.3443000 37.6895000)","Wichita city"
"POLYGON ((-109.4064000 38.7257500, -109.4064000 37.8783000, -96.6185914 37.8783000, -96.6185914 38.7257500, -109.4064000 38.7257500))","Hutchinson"
"POINT (-97.9081000 38.0671000)","Hutchinson city"
"POLYGON ((-121.5178375 39.8926750, -121.5178375 38.7257500, -112.3044000 38.7257500, -112.3044000 39.8926750, -121.5178375 39.8926750))","Reno"
"POINT (-119.8483000 39.5497000)","Reno city"
"POLYGON ((-112.3044000 39.3147000, -112.3044000 38.7257500, -96.6185914 38.7257500, -96.6185914 39.3147000, -112.3044000 39.3147000))","Colorado Springs"
"POINT (-104.7605000 38.8674000)","Colorado Springs city"
"POLYGON ((-112.3044000 39.8926750, -112.3044000 39.3147000, -96.6185914 39.3147000, -96.6185914 39.8926750, -112.3044000 39.8926750))","Denver"
"POINT (-104.8758000 39.7620000)","Denver city"
"POLYGON ((-123.1174000 45.8617500, -123.1174000 39.8926750, -122.8570500 39.8926750, -122.8570500 45.8617500, -123.1174000 45.8617500))","Eugene"
"POINT (-123.1174000 44.0564000)","Eugene city"
"POLYGON ((-122.8570500 45.5868500, -122.8570500 39.8926750, -116.5208250 39.8926750, -116.5208250 45.5868500, -122.8570500 45.5868500))","Portland"
"POINT (-122.6500000 45.5371000)","Portland city"
"POLYGON ((-122.8570500 45.8617500, -122.8570500 45.5868500, -116.5208250 45.5868500, -116.5208250 45.8617500, -122.8570500 45.8617500))","Vancouver"
"POINT (-122.5967000 45.6366000)","Vancouver city"
"POLYGON ((-123.1174000 47.4321000, -123.1174000 45.8617500, -122.2962219 45.8617500, -122.2962219 47.4321000, -123.1174000 47.4321000))","Tacoma"
"POINT (-122.4531000 47.2431000)","Tacoma city"
"POLYGON ((-123.1174000 47.6671000, -123.1174000 47.4321000, -122.2962219 47.4321000, -122.2962219 47.6671000, -123.1174000 47.6671000))","Seattle"
"POINT (-122.3244000 47.6211000)","Seattle city"
"POLYGON ((-122.2962219 47.6311000, -122.2962219 45.8617500, -116.5208250 45.8617500, -116.5208250 47.6311000, -122.2962219 47.6311000))","Bellevue"
"POINT (-122.1535000 47.5951000)","Bellevue city"
"POLYGON ((-122.2962219 47.6671000, -122.2962219 47.6311000, -116.5208250 47.6311000, -116.5208250 47.6671000, -122.2962219 47.6671000))","Spokane"
"POINT (-117.4330000 47.6671000)","Spokane city"
"POLYGON ((-116.5208250 40.6626500, -116.5208250 39.8926750, -104.9327797 39.8926750, -104.9327797 40.6626500, -116.5208250 40.6626500))","Fort Collins"
"POINT (-105.0656000 40.5477000)","Fort Collins city"
"POLYGON ((-116.5208250 42.1270500, -116.5208250 40.6626500, -104.9327797 40.6626500, -104.9327797 42.1270500, -116.5208250 42.1270500))","Salt Lake City"
"POINT (-111.9311000 40.7776000)","Salt Lake City city"
"POLYGON ((-104.9327797 41.0284000, -104.9327797 39.8926750, -96.6185914 39.8926750, -96.6185914 41.0284000, -104.9327797 41.0284000))","Grand Island"
"POINT (-98.3586000 40.9218000)","Grand Island city"
"POLYGON ((-104.9327797 42.1270500, -104.9327797 41.0284000, -96.6185914 41.0284000, -96.6185914 42.1270500, -104.9327797 42.1270500))","Cheyenne"
"POINT (-104.7902000 41.1350000)","Cheyenne city"
"POLYGON ((-116.5208250 44.7003500, -116.5208250 42.1270500, -106.5644000 42.1270500, -106.5644000 44.7003500, -116.5208250 44.7003500))","Meridian"
"POINT (-116.3977000 43.6116000)","Meridian city"
"POLYGON ((-116.5208250 47.6671000, -116.5208250 44.7003500, -106.5644000 44.7003500, -106.5644000 47.6671000, -116.5208250 47.6671000))","Billings"
"POINT (-108.5526000 45.7891000)","Billings city"
"POLYGON ((-106.5644000 45.2023500, -106.5644000 42.1270500, -96.6185914 42.1270500, -96.6185914 45.2023500, -106.5644000 45.2023500))","Sioux Falls"
"POINT (-96.7311000 43.5396000)","Sioux Falls city"
"POLYGON ((-106.5644000 47.6671000, -106.5644000 45.2023500, -96.6185914 45.2023500, -96.6185914 47.6671000, -106.5644000 47.6671000))","Fargo"
"POINT (-96.8292000 46.8651000)","Fargo city"
"POLYGON ((-96.6185914 38.9608000, -96.6185914 37.3006656, -94.0111500 37.3006656, -94.0111500 38.9608000, -96.6185914 38.9608000))","Overland Park"
"POINT (-94.6870000 38.8870000)","Overland Park city"
"POLYGON ((-96.6185914 39.0642250, -96.6185914 38.9608000, -94.0111500 38.9608000, -94.0111500 39.0642250, -96.6185914 39.0642250))","Topeka"
"POINT (-95.6955000 39.0346000)","Topeka city"
"POLYGON ((-94.0111500 38.8265500, -94.0111500 37.3006656, -92.1014000 37.3006656, -92.1014000 38.8265500, -94.0111500 38.8265500))","Sedalia"
"POINT (-93.2340000 38.7059000)","Sedalia city"
"POLYGON ((-94.0111500 39.0642250, -94.0111500 38.8265500, -92.1014000 38.8265500, -92.1014000 39.0642250, -94.0111500 39.0642250))","Columbia"
"POINT (-92.3268000 38.9472000)","Columbia city"
"POLYGON ((-96.6185914 41.6136000, -96.6185914 39.0642250, -94.8317000 39.0642250, -94.8317000 41.6136000, -96.6185914 41.6136000))","Omaha"
"POINT (-96.0529000 41.2627000)","Omaha city"
"POLYGON ((-94.8317000 40.3481500, -94.8317000 39.0642250, -92.1014000 39.0642250, -92.1014000 40.3481500, -94.8317000 40.3481500))","Kansas City"
"POINT (-94.5541000 39.1238000)","Kansas City city"
"POLYGON ((-94.8317000 41.6136000, -94.8317000 40.3481500, -92.1014000 40.3481500, -92.1014000 41.6136000, -94.8317000 41.6136000))","Des Moines"
"POINT (-93.6105000 41.5725000)","Des Moines city"
"POLYGON ((-92.1014000 38.7104500, -92.1014000 37.3006656, -90.1857500 37.3006656, -90.1857500 38.7104500, -92.1014000 38.7104500))","St. Louis"
"POINT (-90.2451000 38.6359000)","St. Louis city"
"POLYGON ((-92.1014000 40.0364500, -92.1014000 38.7104500, -90.1857500 38.7104500, -90.1857500 40.0364500, -92.1014000 40.0364500))","O'Fallon"
"POINT (-90.7175000 38.7850000)","O'Fallon city"
"POLYGON ((-90.1857500 39.1436500, -90.1857500 37.3006656, -88.0236314 37.3006656, -88.0236314 39.1436500, -90.1857500 39.1436500))","Belleville"
"POINT (-89.9900000 38.5164000)","Belleville city"
"POLYGON ((-90.1857500 40.0364500, -90.1857500 39.1436500, -88.0236314 39.1436500, -88.0236314 40.0364500, -90.1857500 40.0364500))","Springfield"
"POINT (-89.6540000 39.7709000)","Springfield city"
"POLYGON ((-92.1014000 41.1542500, -92.1014000 40.0364500, -89.3776000 40.0364500, -89.3776000 41.1542500, -92.1014000 41.1542500))","Peoria"
"POINT (-89.6154000 40.7520000)","Peoria city"
"POLYGON ((-92.1014000 41.6136000, -92.1014000 41.1542500, -89.3776000 41.1542500, -89.3776000 41.6136000, -92.1014000 41.6136000))","Davenport"
"POINT (-90.6053000 41.5565000)","Davenport city"
"POLYGON ((-89.3776000 41.6136000, -89.3776000 40.0364500, -88.0236314 40.0364500, -88.0236314 41.6136000, -89.3776000 41.6136000))","Joliet"
"POINT (-88.1499000 41.5188000)","Joliet city"
"POLYGON ((-96.6185914 44.7744750, -96.6185914 41.6136000, -94.7949000 41.6136000, -94.7949000 44.7744750, -96.6185914 44.7744750))","Sioux City"
"POINT (-96.3901000 42.4959000)","Sioux City city"
"POLYGON ((-94.7949000 43.9130500, -94.7949000 41.6136000, -92.8463938 41.6136000, -92.8463938 43.9130500, -94.7949000 43.9130500))","Mason City"
"POINT (-93.1997000 43.1487000)","Mason City city"
"POLYGON ((-94.7949000 44.7744750, -94.7949000 43.9130500, -92.8463938 43.9130500, -92.8463938 44.7744750, -94.7949000 44.7744750))","Lakeville"
"POINT (-93.2520000 44.6774000)","Lakeville city"
"POLYGON ((-96.6185914 45.3226000, -96.6185914 44.7744750, -93.3041312 44.7744750, -93.3041312 45.3226000, -96.6185914 45.3226000))","Brooklyn Park"
"POINT (-93.3505000 45.1112000)","Brooklyn Park city"
"POLYGON ((-96.6185914 47.6671000, -96.6185914 45.3226000, -93.3041312 45.3226000, -93.3041312 47.6671000, -96.6185914 47.6671000))","St. Cloud"
"POINT (-94.1718000 45.5340000)","St. Cloud city"
"POLYGON ((-93.3041312 44.9556500, -93.3041312 44.7744750, -92.8463938 44.7744750, -92.8463938 44.9556500, -93.3041312 44.9556500))","St. Paul"
"POINT (-93.1039000 44.9478000)","St. Paul city"
"POLYGON ((-93.3041312 47.6671000, -93.3041312 44.9556500, -92.8463938 44.9556500, -92.8463938 47.6671000, -93.3041312 47.6671000))","Minneapolis"
"POINT (-93.2678000 44.9635000)","Minneapolis city"
"POLYGON ((-92.8463938 43.0167500, -92.8463938 41.6136000, -89.9842500 41.6136000, -89.9842500 43.0167500, -92.8463938 43.0167500))","Cedar Rapids"
"POINT (-91.6783000 41.9662000)","Cedar Rapids city"
"POLYGON ((-89.9842500 41.9010500, -89.9842500 41.6136000, -88.0236314 41.6136000, -88.0236314 41.9010500, -89.9842500 41.9010500))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-89.9842500 43.0167500, -89.9842500 41.9010500, -88.0236314 41.9010500, -88.0236314 43.0167500, -89.9842500 43.0167500))","Elgin"
"POINT (-88.3240000 42.0383000)","Elgin city"
"POLYGON ((-92.8463938 45.3955000, -92.8463938 43.0167500, -91.7067500 43.0167500, -91.7067500 45.3955000, -92.8463938 45.3955000))","Rochester"
"POINT (-92.4780000 44.0154000)","Rochester city"
"POLYGON ((-92.8463938 47.6671000, -92.8463938 45.3955000, -91.7067500 45.3955000, -91.7067500 47.6671000, -92.8463938 47.6671000))","Duluth"
"POINT (-92.1393000 46.7756000)","Duluth city"
"POLYGON ((-91.7067500 43.9509500, -91.7067500 43.0167500, -88.0236314 43.0167500, -88.0236314 43.9509500, -91.7067500 43.9509500))","Madison"
"POINT (-89.3930000 43.0822000)","Madison city"
"POLYGON ((-91.7067500 47.6671000, -91.7067500 43.9509500, -88.0236314 43.9509500, -88.0236314 47.6671000, -91.7067500 47.6671000))","Eau Claire"
"POINT (-91.4948000 44.8197000)","Eau Claire city"
"POLYGON ((-88.0236314 32.9380500, -88.0236314 25.7840000, -85.4866500 25.7840000, -85.4866500 32.9380500, -88.0236314 32.9380500))","Montgomery"
"POINT (-86.2668000 32.3482000)","Montgomery city"
"POLYGON ((-88.0236314 33.6250937, -88.0236314 32.9380500, -85.4866500 32.9380500, -85.4866500 33.6250937, -88.0236314 33.6250937))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-85.4866500 31.0163500, -85.4866500 25.7840000, -83.8431625 25.7840000, -83.8431625 31.0163500, -85.4866500 31.0163500))","Tallahassee"
"POINT (-84.2527000 30.4551000)","Tallahassee city"
"POLYGON ((-85.4866500 33.6250937, -85.4866500 31.0163500, -83.8431625 31.0163500, -83.8431625 33.6250937, -85.4866500 33.6250937))","Albany"
"POINT (-84.1762000 31.5776000)","Albany city"
"POLYGON ((-88.0236314 34.8820500, -88.0236314 33.6250937, -84.9237750 33.6250937, -84.9237750 34.8820500, -88.0236314 34.8820500))","Huntsville"
"POINT (-86.6412000 34.6981000)","Huntsville city"
"POLYGON ((-88.0236314 35.1379750, -88.0236314 34.8820500, -84.9237750 34.8820500, -84.9237750 35.1379750, -88.0236314 35.1379750))","Chattanooga"
"POINT (-85.2481000 35.0660000)","Chattanooga city"
"POLYGON ((-84.9237750 33.9009500, -84.9237750 33.6250937, -83.8431625 33.6250937, -83.8431625 33.9009500, -84.9237750 33.9009500))","Atlanta"
"POINT (-84.4220000 33.7628000)","Atlanta city"
"POLYGON ((-84.9237750 35.1379750, -84.9237750 33.9009500, -83.8431625 33.9009500, -83.8431625 35.1379750, -84.9237750 35.1379750))","Roswell"
"POINT (-84.3513000 34.0391000)","Roswell city"
"POLYGON ((-83.8431625 27.8938000, -83.8431625 25.7840000, -82.4314500 25.7840000, -82.4314500 27.8938000, -83.8431625 27.8938000))","St. Petersburg"
"POINT (-82.6652000 27.7931000)","St. Petersburg city"
"POLYGON ((-83.8431625 30.9465000, -83.8431625 27.8938000, -82.4314500 27.8938000, -82.4314500 30.9465000, -83.8431625 30.9465000))","Tampa"
"POINT (-82.4447000 27.9945000)","Tampa city"
"POLYGON ((-82.4314500 28.3690000, -82.4314500 25.7840000, -81.9986227 25.7840000, -81.9986227 28.3690000, -82.4314500 28.3690000))","North Port"
"POINT (-82.1977000 27.0576000)","North Port city"
"POLYGON ((-82.4314500 30.9465000, -82.4314500 28.3690000, -81.9986227 28.3690000, -81.9986227 30.9465000, -82.4314500 30.9465000))","Gainesville"
"POINT (-82.3459000 29.6804000)","Gainesville city"
"POLYGON ((-83.8431625 35.1379750, -83.8431625 30.9465000, -82.8841000 30.9465000, -82.8841000 35.1379750, -83.8431625 35.1379750))","Macon"
"POINT (-83.6974000 32.8065000)","Macon city"
"POLYGON ((-82.8841000 34.0999500, -82.8841000 30.9465000, -81.9986227 30.9465000, -81.9986227 34.0999500, -82.8841000 34.0999500))","Augusta"
"POINT (-82.0708000 33.3645000)","Augusta city"
"POLYGON ((-82.8841000 35.1379750, -82.8841000 34.0999500, -81.9986227 34.0999500, -81.9986227 35.1379750, -82.8841000 35.1379750))","Greenville"
"POINT (-82.3646000 34.8354000)","Greenville city"
