WKT,name
"POLYGON ((-123.1174000 37.6877057, -123.1174000 25.7840000, -98.4487277 25.7840000, -98.4487277 37.6877057, -123.1174000 37.6877057))","Phoenix"
"POINT (-112.0892000 33.5722000)","Phoenix city"
"POLYGON ((-98.4487277 37.6877057, -98.4487277 25.7840000, -87.6894051 25.7840000, -87.6894051 37.6877057, -98.4487277 37.6877057))","Mobile"
"POINT (-88.1162000 30.6782000)","Mobile city"
"POLYGON ((-123.1174000 48.3822000, -123.1174000 37.6877057, -95.4938844 37.6877057, -95.4938844 48.3822000, -123.1174000 48.3822000))","Chico"
"POINT (-121.8161000 39.7578000)","Chico city"
"POLYGON ((-95.4938844 48.3822000, -95.4938844 37.6877057, -87.6894051 37.6877057, -87.6894051 48.3822000, -95.4938844 48.3822000))","Aurora"
"POINT (-88.2902000 41.7638000)","Aurora city"
"POLYGON ((-87.6894051 40.0777602, -87.6894051 25.7840000, -81.9986227 25.7840000, -81.9986227 40.0777602, -87.6894051 40.0777602))","Birmingham"
"POINT (-86.7971000 33.5279000)","Birmingham city"
"POLYGON ((-81.9986227 40.0777602, -81.9986227 25.7840000, -66.0761000 25.7840000, -66.0761000 40.0777602, -81.9986227 40.0777602))","Wilmington"
"POINT (-75.5416000 39.7415000)","Wilmington city"
"POLYGON ((-87.6894051 48.3822000, -87.6894051 40.0777602, -76.0371898 40.0777602, -76.0371898 48.3822000, -87.6894051 48.3822000))","Chicago"
"POINT (-87.6866000 41.8375000)","Chicago city"
"POLYGON ((-76.0371898 48.3822000, -76.0371898 40.0777602, -66.0761000 40.0777602, -66.0761000 48.3822000, -76.0371898 48.3822000))","Bridgeport"
"POINT (-73.1954000 41.1918000)","Bridgeport city"
